age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,cluster,offer_id
38,9,1,5,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_037
43,9,1,3,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_218
32,0,2,6,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_170
32,9,2,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_066
47,1,1,1,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,1,O_181
35,9,1,5,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_103
38,0,1,6,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_150
33,0,1,3,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,1,O_038
56,1,1,0,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_064
34,0,2,6,1,0,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_181
33,9,2,6,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_188
30,9,2,5,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_013
29,0,2,6,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_058
33,0,0,3,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,1,O_144
37,9,2,6,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_210
30,9,2,6,1,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_159
44,4,1,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_166
35,9,1,5,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_096
33,0,1,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_023
55,7,1,3,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_179
33,0,2,6,1,1,1,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_186
29,9,2,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_108
31,0,1,6,1,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_122
32,9,2,3,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_062
52,10,1,0,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_110
30,0,2,5,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_064
55,5,1,3,1,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_103
32,0,2,6,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_040
40,0,0,6,1,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_144
52,1,1,2,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_065
53,6,1,0,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_170
32,9,1,3,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_124
60,5,1,0,1,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_208
46,7,1,3,1,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_059
46,1,1,1,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,1,O_071
32,9,1,3,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_064
41,9,2,5,1,0,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_149
31,0,2,3,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_034
31,9,2,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,yes,0,O_161
56,5,1,3,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_191
33,0,2,6,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_159
37,7,1,3,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_040
36,9,2,3,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_119
29,9,2,6,1,0,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_128
52,0,1,3,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_097
34,0,2,6,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_113
47,1,1,1,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,1,O_178
31,0,1,6,1,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_194
56,1,1,0,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_077
43,4,1,6,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_083
41,9,2,5,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_056
39,0,0,6,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_099
35,9,1,5,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_131
30,0,2,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_167
29,0,2,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_069
45,9,0,5,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_058
30,0,2,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_018
52,0,0,7,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_031
40,9,0,6,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_022
32,0,1,6,0,1,1,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_056
47,1,1,1,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,1,O_163
36,9,1,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_181
55,3,1,0,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_225
31,9,2,6,0,0,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_130
30,9,2,5,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_111
57,7,1,3,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_208
58,1,1,1,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_043
32,0,0,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_149
31,9,2,6,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,0,O_190
33,0,2,6,1,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,5,O_121
29,7,1,5,0,0,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,yes,4,O_068
31,7,0,3,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_147
38,9,1,6,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_230
52,1,1,2,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_062
45,1,1,1,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,1,O_134
48,1,1,2,0,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_022
43,4,1,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_062
31,7,1,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_179
33,6,1,6,0,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_120
60,5,1,0,1,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,3,O_054
40,0,0,6,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_084
32,9,1,6,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,4,O_037
40,0,0,6,1,2,0,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_182
58,0,1,6,1,2,2,aug,tue,1.4,93.444,-36.1,4.963,5228.1,no,2,O_218
51,1,1,0,0,1,1,aug,tue,1.4,93.444,-36.1,4.963,5228.1,yes,3,O_034
32,0,0,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_063
32,9,1,3,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_199
35,0,0,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_204
38,0,2,6,1,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_179
30,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_168
48,1,1,2,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_200
42,9,0,3,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_093
30,9,2,5,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_207
38,9,1,5,1,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_206
31,0,1,6,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_061
31,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_027
31,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_125
38,9,0,3,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_177
55,5,1,2,1,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_197
29,9,2,3,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_042
33,0,2,6,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_094
59,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_179
29,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_024
58,1,1,2,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_170
33,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_075
33,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_015
39,4,0,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,2,O_064
33,0,2,6,0,0,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_174
37,9,1,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_202
33,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_028
32,9,1,3,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_113
48,1,1,0,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_055
33,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_161
53,4,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_182
33,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_222
33,9,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_089
51,5,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_076
49,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_079
46,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_178
32,3,1,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_108
32,7,1,3,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_016
36,9,0,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_219
31,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_033
58,7,1,3,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_215
32,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_046
43,10,1,5,0,0,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_129
56,9,1,5,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_079
43,4,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_162
49,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_099
29,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_091
32,9,2,6,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_115
42,0,2,6,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_224
54,1,1,0,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_064
32,9,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_059
55,7,1,0,0,0,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_025
40,0,1,3,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_173
42,0,2,6,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_160
55,7,1,0,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_144
33,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_016
48,1,1,2,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_184
31,9,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_189
31,9,1,5,0,0,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_218
36,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_215
49,0,0,6,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_068
31,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_167
30,9,2,6,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_099
33,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_142
29,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_084
42,0,2,3,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_155
42,0,2,3,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_220
29,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_154
45,4,1,3,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_213
45,1,1,1,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_215
33,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_037
33,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_223
29,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_191
33,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_104
42,9,1,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_143
30,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_146
45,1,1,1,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,1,O_184
36,6,0,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_187
40,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_033
40,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_011
40,9,2,5,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_065
32,4,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_126
40,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_197
29,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_154
29,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_040
36,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_168
50,1,1,2,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_114
29,0,2,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,5,O_092
36,9,1,3,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_180
56,9,1,5,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_076
44,2,1,3,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_147
36,9,1,3,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_051
44,2,1,3,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_094
42,9,1,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,4,O_133
32,0,1,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_148
31,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_213
31,9,1,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_074
46,1,1,2,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_208
45,4,1,3,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_190
31,2,2,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_090
54,6,1,5,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_041
59,5,1,2,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_067
32,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_155
37,0,1,6,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_184
29,9,2,3,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_145
30,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_170
59,5,1,2,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_033
59,5,1,2,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_122
30,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_203
57,3,1,0,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_096
54,1,1,2,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_208
56,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,2,O_038
57,1,1,0,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_226
36,9,0,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_183
33,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_148
57,1,1,0,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_146
32,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_216
31,9,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_093
50,1,1,2,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_047
57,3,1,0,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,3,O_213
30,9,2,5,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_033
37,0,2,6,0,0,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_156
29,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,5,O_069
53,1,1,0,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_215
46,1,1,0,0,0,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_225
49,9,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_115
31,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_128
30,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_111
47,9,1,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_104
42,9,1,5,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_217
30,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_074
33,0,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_222
48,1,1,2,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_154
30,1,2,2,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_222
50,1,1,0,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_145
32,0,0,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_191
40,9,2,5,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_118
31,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_112
43,4,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_067
43,4,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_057
31,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_019
43,4,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_095
43,4,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_228
31,9,2,6,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_217
44,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_162
53,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_090
57,7,1,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_125
53,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_177
44,1,1,0,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_011
36,9,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_214
53,0,1,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_202
45,4,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_224
30,0,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,5,O_031
60,5,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_219
48,0,1,3,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_145
30,0,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_133
47,9,1,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_050
51,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_119
30,9,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_090
32,9,2,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_228
36,1,2,3,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_085
35,4,1,6,0,1,1,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_058
57,7,0,3,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_219
32,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_052
45,7,1,3,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_209
33,4,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_222
50,9,0,5,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_078
31,0,2,6,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_162
29,9,2,5,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_186
48,9,0,5,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_128
30,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_164
31,10,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,4,O_040
36,9,2,6,0,1,1,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_124
29,9,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_123
31,9,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_135
29,9,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_218
39,0,2,6,1,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_192
37,9,1,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_143
29,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_099
43,4,1,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_100
32,0,2,6,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_015
38,4,1,3,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,1,O_132
31,9,1,3,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_066
32,9,1,6,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_205
32,0,2,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_181
48,1,1,2,0,0,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,3,O_211
30,0,1,6,0,2,2,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,5,O_230
37,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_099
40,9,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_105
37,9,1,3,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,4,O_144
41,0,0,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,yes,2,O_105
35,9,2,5,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_072
51,9,2,5,0,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,0,O_166
54,0,1,6,1,0,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_110
36,0,1,6,0,2,0,aug,wed,1.4,93.444,-36.1,4.964,5228.1,no,2,O_218
